name,longitude,latitude,label
文城镇,110.753868,19.613781,1
会文镇,110.731756,19.462573,1
东路镇,110.706497,19.791949,1
冯坡镇,110.783953,19.964651,1
文教镇,110.90782,19.66768,1
锦山镇,110.69748,19.99583,1
蓬莱镇,110.541209,19.536767,1
东阁镇,110.849213,19.656873,1
昌洒镇,110.900498,19.76179,1
铺前镇,110.580002,20.023731,1
翁田镇,110.880179,19.931473,1
东郊镇,110.851831,19.573201,1
抱罗镇,110.748935,19.843477,1
公坡镇,110.808679,19.789147,1
龙楼镇,110.968604,19.653286,1
五指山市,109.516925,18.775146,1
番阳镇,109.39785,18.874421,1
冲山镇,109.516626,18.780681,1
毛阳镇,109.50804,18.936964,1
水满乡,109.667012,18.881007,1
通什镇,109.517189,18.780692,1
南圣镇,109.592708,18.738439,1
毛道乡,109.410699,18.791255,1
畅好乡,109.48221,18.734951,1
贵州省,106.70546,26.600055,1
安顺市,105.947594,26.253088,1
关岭布依族苗族自治县,105.61933,25.94361,1
平坝区,106.256412,26.405715,1
普定县,105.743277,26.301565,1
西秀区,105.965116,26.245315,1
镇宁布依族苗族自治县,105.770283,26.058086,1
紫云苗族布依族自治县,106.084441,25.751047,1
毕节市,105.291702,27.283908,1
大方县,105.613037,27.141735,1
赫章县,104.727418,27.123078,1
金沙县,106.220227,27.459214,1
纳雍县,105.382714,26.777645,1
七星关区,105.30474,27.298458,1
黔西县,106.033544,27.007713,1
威宁彝族回族苗族自治县,104.253071,26.873806,1
织金县,105.770542,26.663449,1
贵阳市,106.630153,26.647661,1
白云区,106.623007,26.678561,1
观山湖区,106.622453,26.60145,1
花溪区,106.67026,26.409817,1
开阳县,106.965089,27.057764,1
南明区,106.714374,26.567944,1
清镇市,106.470714,26.556079,1
乌当区,106.750625,26.630845,1
息烽县,106.740407,27.090479,1
修文县,106.592108,26.838926,1
云岩区,106.724494,26.604688,1
六盘水市,104.830458,26.592707,1
六枝特区,105.476608,26.213108,1
盘州市,104.471375,25.709852,1
水城县,104.95783,26.547904,1
钟山区,104.843555,26.574979,1
黔西南布依族苗族自治州,104.906397,25.087856,1
安龙县,105.442701,25.099014,1
册亨县,105.811592,24.983663,1
普安县,104.953062,25.784135,1
晴隆县,105.218991,25.834783,1
望谟县,106.099617,25.178421,1
兴仁县,105.186237,25.435183,1
兴义市,104.895467,25.09204,1
贞丰县,105.649864,25.38576,1
黔南布依族苗族自治州,107.522171,26.253275,1
都匀市,107.518847,26.259427,1
独山县,107.545048,25.822132,1
福泉市,107.520386,26.686335,1
贵定县,107.232793,26.557089,1
